CODUSU;TRIM;ANO4;AGLOMERADO;NRO_HOGAR;PROVINCIA;ITF;IPCF;REALIZADA;PONDIH;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V3;V4;V6;V7;V8;V9;V10;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4;PONDERA;V2_01;V21_01;V22_01;V2_02;V21_02;V22_02;V2_03;V21_03;V22_03;V5_01;V5_02;V5_03;V11_01;V11_02
TQRMNORXSHMLKSCDEIIAD00890263;3;2025;32;1;2;0;0;1;0;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;1419;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOQPTHMOKTCDEIIAD00890264;3;2025;32;1;2;545000;272500;1;2389;4;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;2;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;1204;1;1;1;2;2;2;2;2;2;2;2;2;2;2
TQRMNORQRHMOKTCDEIIAD00889526;3;2025;32;1;2;0;0;1;0;4;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;2;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;1611;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNORRYHMOKTCDEIIAD00889326;3;2025;32;1;2;3000000;1500000;1;2656;2;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;97;0;0;0;1697;1;2;2;2;2;2;2;2;2;2;2;2;2;2
TQRMNORUSHMMKUCDEIIAD00890990;3;2025;32;1;2;3500000;1750000;1;6453;2;1;2;0;1;2;2;2;0;2;0;3;;4;ELECTRICO;1;1;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;3737;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOQPPHKKKRCDEIIAD00869938;3;2025;32;1;2;3750000;1875000;1;2953;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;1365;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOQPQHKKKRCDEIIAD00871783;3;2025;32;1;2;2590000;863333.33;1;2643;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;1;2;2;2;3;0;3;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;1;2;3;0;0;0;1100;0;2;2;0;2;2;0;2;2;2;2;2;1;2
TQRMNOQPRHKKKRCDEIIAD00869158;3;2025;32;1;2;700000;700000;1;1028;2;1;2;0;1;2;2;2;0;2;0;3;;4;electricidad;1;2;2;2;2;2;2;1;2;2;1;2;2;2;1;2;2;2;2;1;0;1;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;1365;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOQPSHKKKRCDEIIAD00871402;3;2025;32;1;2;1000000;250000;1;2889;2;2;2;0;1;2;2;2;0;2;0;4;;4;electricidad;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4;0;4;1;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;2;3;4;0;1092;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOQPVHKKKRCDEIIAD00872602;3;2025;32;1;2;0;0;1;0;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;2;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;1;2;3;0;0;0;1277;1;2;2;2;2;2;2;2;2;2;2;2;2;2
TQRMNOSTYHKKKRCDEIIAD00875924;3;2025;32;1;2;500000;166666.67;1;3425;2;2;2;0;2;2;2;0;0;0;0;3;;1;;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;3;1;2;2;;2;1;;9;2;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;2150;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOQSVHLLLMCDEIIAD00886588;3;2025;32;1;2;0;0;1;0;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;1;2;3;0;0;0;1987;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOQSWHLLLMCDEIIAD00891982;3;2025;32;1;2;12000000;6000000;1;4123;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;1790;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOQSYHLLLMCDEIIAD00890186;3;2025;32;1;2;1200000;600000;1;2760;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;2;0;2;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;96;0;0;0;1940;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOSUVHLLLMCDEIIAD00891713;3;2025;32;1;2;850000;850000;1;2815;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;2;;1;1;;9;2;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;2466;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOSVPHLLLMCDEIIAD00890232;3;2025;32;1;2;1400000;1400000;1;4229;1;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;2;;1;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;2466;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNORPTHKLKSCDEIIAD00868670;3;2025;32;1;2;800000;800000;1;3707;3;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;2193;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOTQWHKLKSCDEIIAD00872712;3;2025;32;1;2;1034000;258500;1;11069;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;2;4;1;3;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;97;0;0;0;3933;1;1;1;2;2;2;1;1;1;2;2;2;1;2
TQRMNOUSTHKLKSCDEIIAD00867073;3;2025;32;1;2;0;0;1;0;6;3;1;1;1;2;1;2;0;2;0;2;;1;;1;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;3;0;3;1;;6;1;;1;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;1921;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOUXYHKLKSCDEIIAD00866927;3;2025;32;1;2;2650000;883333.33;1;4999;3;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;3;0;3;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;1953;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOUYPHKLKSCDEIIAD00877481;3;2025;32;1;2;0;0;1;0;5;2;2;0;1;1;2;2;0;2;0;1;;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;2;;5;1;;1;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;2211;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNORUWHLLLNCDEIIAD00885048;3;2025;32;1;2;0;0;1;0;3;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;1;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;2091;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOUYSHLLLNCDEIIAD00890991;3;2025;32;1;2;0;0;1;0;1;1;2;0;2;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;3;0;3;2;;1;1;;1;2;1;1;;1;1;1;1;2;2;2;1;0;3;0;0;0;2321;0;2;2;0;2;2;0;2;2;2;2;2;1;2
TQRMNOUYUHLLLNCDEIIAD00886478;3;2025;32;1;2;0;0;1;0;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;2;;1;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;97;0;0;0;1807;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOQWXHLKLOCDEIIAD00886937;3;2025;32;1;2;595000;297500;1;4351;1;1;2;0;1;2;2;2;0;2;0;3;;1;;3;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;4;;1;1;;2;1;2;1;;1;2;1;1;2;2;2;1;0;98;0;0;0;3370;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOQXUHLKLOCDEIIAD00885049;3;2025;32;1;2;1545000;772500;1;2011;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;4;;1;1;;2;1;1;1;;1;1;1;2;2;2;2;1;0;2;0;0;0;998;2;2;2;2;2;2;1;2;1;2;2;2;2;2
TQRMNOSUUHLKLOCDEIIAD00887657;3;2025;32;1;2;0;0;1;0;3;2;2;0;1;2;2;2;0;2;0;2;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;2;0;0;0;1459;1;1;2;2;2;2;2;2;2;2;2;2;2;2
TQRMNOQQQHKKKTCDEIIAD00867603;3;2025;32;1;2;0;0;1;0;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;2;0;0;0;947;1;2;2;2;2;2;2;2;2;2;2;2;2;2
TQRMNORVXHKKKTCDEIIAD00869939;3;2025;32;1;2;1000000;1000000;1;851;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;96;0;98;0;0;0;582;1;2;2;2;2;2;2;2;2;2;2;2;2;2
TQRMNORWRHKKKTCDEIIAD00866928;3;2025;32;1;2;0;0;1;0;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;97;0;1;0;0;0;1449;1;2;2;2;2;2;2;2;2;2;2;2;2;2
TQRMNOPUPHLKLPCDEIIAD00885655;3;2025;32;1;2;5160000;1290000;1;2022;4;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;638;1;1;2;2;2;2;2;2;2;2;2;2;2;2
TQRMNORRSHLKLPCDEIIAD00884037;3;2025;32;1;2;1970000;985000;1;1653;3;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;2;0;1;0;0;0;772;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOSXUHLKLPCDEIIAD00885656;3;2025;32;1;2;0;0;1;0;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;1;2;1;2;2;2;2;1;2;2;2;2;2;0;2;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;611;1;1;2;2;2;2;2;2;2;2;2;2;2;2
TQRMNOPURHJLKTCDEIIAD00864193;3;2025;32;1;2;0;0;1;0;3;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;990;1;2;2;2;2;2;2;2;2;2;2;2;2;2
TQRMNOPUSHJLKTCDEIIAD00868666;3;2025;32;1;2;0;0;1;0;2;1;2;0;1;2;2;2;0;2;0;5;;4;ELECTRICIDAD;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;2;0;0;0;1351;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOPUTHJLKTCDEIIAD00869116;3;2025;32;1;2;0;0;1;0;4;3;2;0;1;1;2;2;0;2;0;3;;1;;1;1;1;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;5;1;4;2;;4;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;2;4;0;0;2618;1;1;2;2;2;2;2;2;2;2;2;2;2;2
TQRMNOPUUHJLKTCDEIIAD00871749;3;2025;32;2;2;1075000;1075000;1;1760;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;1;0;1;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;97;0;0;0;1576;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOSRUHJLKTCDEIIAD00865553;3;2025;32;1;2;0;0;1;0;3;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;1;2;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;1351;2;2;2;2;2;2;1;2;2;2;2;2;2;2
TQRMNOPWQHKLKUCDEIIAD00866929;3;2025;32;1;2;2500000;625000;1;3304;4;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;2;;4;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;1133;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOPWSHKLKUCDEIIAD00871305;3;2025;32;1;2;1500000;1500000;1;1588;2;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;926;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOPWTHKLKUCDEIIAD00876669;3;2025;32;1;2;0;0;1;0;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;1;2;1;2;2;1;2;2;2;2;1;0;1;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;785;1;2;2;2;2;2;2;2;2;2;2;2;2;2
TQRMNORWVHKLKUCDEIIAD00891048;3;2025;32;1;2;0;0;1;0;3;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;1;0;1;1;;3;1;;1;1;1;1;;1;1;1;1;1;2;2;1;0;98;0;0;0;1954;1;1;1;2;2;2;2;2;2;2;2;2;2;2
TQRMNOQRQHKKLLCDEIIAD00869747;3;2025;32;1;2;0;0;1;0;3;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3;0;3;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;2;3;0;0;848;1;1;1;2;2;2;2;2;2;2;2;2;2;2
TQRMNOQRSHKKLLCDEIIAD00870177;3;2025;32;1;2;0;0;1;0;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;2;;3;1;;1;1;1;1;;1;1;1;1;2;1;2;1;2;96;0;0;0;1612;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOQRUHKKLLCDEIIAD00867590;3;2025;32;1;2;0;0;1;0;3;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;2;;3;1;;2;1;1;1;;1;1;1;1;2;1;2;2;0;1;3;0;0;935;1;1;1;2;2;2;2;2;2;2;2;2;2;2
TQRMNORYXHKKLLCDEIIAD00866930;3;2025;32;1;2;2000000;500000;1;4014;4;3;2;0;1;2;2;2;0;2;0;1;;2;;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;2;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;1533;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOSPPHKKLLCDEIIAD00871750;3;2025;32;1;2;985000;985000;1;2241;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;2;1;0;1;2;;3;1;;9;1;1;1;;1;1;1;1;2;1;2;1;0;98;0;0;0;1509;2;2;2;1;2;1;2;2;2;2;2;2;2;2
TQRMNOSPTHKKLLCDEIIAD00891049;3;2025;32;1;2;1190000;297500;1;3824;2;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;2;0;0;0;2481;0;2;2;0;2;2;0;2;2;1;1;2;2;2
TQRMNOQPXHKKLMCDEIIAD00871751;3;2025;32;1;2;5800000;1450000;1;5090;4;3;2;0;1;1;2;2;0;2;0;8;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;1754;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOQPYHKKLMCDEIIAD00871360;3;2025;32;1;2;2000000;500000;1;6525;3;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;4;1;3;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;3022;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOQQQHKKLMCDEIIAD00870178;3;2025;32;1;2;1450000;725000;1;2322;2;2;2;0;1;2;2;2;0;2;0;3;;2;;1;1;1;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;0;2;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;1523;2;2;2;1;2;1;2;2;2;2;2;2;2;2
TQRMNOSQWHKKLMCDEIIAD00870812;3;2025;32;1;2;660000;660000;1;3330;4;1;2;0;1;2;2;2;0;2;0;9;cooperativa usufructuante;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;2829;1;2;2;2;2;2;1;2;2;2;2;2;2;2
TQRMNOSQYHKKLMCDEIIAD00871361;3;2025;32;1;2;560000;280000;1;4811;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;0;2;2;;2;1;;4;1;1;1;;1;1;1;1;2;1;2;2;0;98;0;0;0;2266;2;2;2;1;2;1;1;2;2;2;2;2;2;2
TQRMNOSRPHKKLMCDEIIAD00870179;3;2025;32;1;2;0;0;1;0;3;2;2;0;1;2;2;2;0;2;0;9;usufructuante;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;2;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;3427;0;2;2;0;2;2;0;2;2;1;2;2;2;2
TQRMNOPTTHMLLLCDEIIAD00889568;3;2025;32;1;2;520000;520000;1;3370;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;2108;1;2;2;2;2;2;2;2;2;2;2;2;2;2
TQRMNORVUHMLLLCDEIIAD00891436;3;2025;32;1;2;850000;850000;1;1963;3;1;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;1347;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNORWVHMLLLCDEIIAD00892032;3;2025;32;1;2;1900000;950000;1;1784;3;1;2;0;1;1;2;2;0;2;0;3;;1;;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;2;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;913;1;2;2;2;2;2;2;2;2;2;2;2;2;2
TQRMNOPRWHJNKUCDEIIAD00866169;3;2025;32;1;2;3159000;789750;1;599;4;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;2;4;0;4;2;;4;1;;9;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;206;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOPRXHJNKUCDEIIAD00891146;3;2025;32;1;2;2400000;1200000;1;222;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;0;2;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;97;0;0;0;109;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOPSVHJNKUCDEIIAD00864391;3;2025;32;1;2;1940000;646666.67;1;327;4;2;1;1;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;2;;4;1;;9;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;241;0;2;2;0;2;2;0;2;2;1;2;2;2;2
TQRMNOPSWHJNKUCDEIIAD00866731;3;2025;32;1;2;15430000;5143333.33;1;327;5;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;3;0;3;2;;5;1;;9;1;1;1;;1;1;1;1;2;2;2;96;0;1;0;0;0;241;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOTUTHJNKUCDEIIAD00871193;3;2025;32;1;2;0;0;1;0;3;1;2;0;1;1;2;2;0;2;0;4;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;124;1;1;2;2;2;2;2;2;2;2;2;2;2;2
TQRMNOQURHKMLNCDEIIAD00876670;3;2025;32;1;2;0;0;1;0;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;6;4;2;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;2;0;98;0;0;0;2489;0;2;2;0;2;2;0;2;2;1;2;1;2;2
TQRMNOQUSHKMLNCDEIIAD00868671;3;2025;32;1;2;0;0;1;0;4;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;2;;4;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;2;0;0;0;692;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOQUTHKMLNCDEIIAD00871294;3;2025;32;1;2;2280250;1140125;1;1471;3;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;2;2;0;2;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;2;0;1;0;0;0;712;1;1;1;2;2;2;2;2;2;2;2;2;2;2
TQRMNOQUUHKMLNCDEIIAD00868256;3;2025;32;1;2;0;0;1;0;4;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;2;;4;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;2;3;4;0;704;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOSSQHLOLRCDEIIAD00891437;3;2025;32;1;2;975000;975000;1;1209;2;1;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;1402;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOXWXHLOLRCDEIIAD00886961;3;2025;32;1;2;1900000;950000;1;981;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;805;1;2;2;2;2;2;2;2;2;2;2;2;2;2
TQRMNOXWYHLOLRCDEIIAD00887836;3;2025;32;1;2;1200000;1200000;1;1516;1;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2;;1;1;;9;1;1;1;;1;1;1;1;2;2;2;1;0;98;0;0;0;1186;0;2;2;0;2;2;0;2;2;2;2;2;2;2
TQRMNOXXPHLOLRCDEIIAD00885658;3;2025;32;1;2;1275000;425000;1;1620;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;3;0;3;2;;1;1;;2;1;1;1;;1;1;1;1;2;2;2;1;2;98;0;0;0;2184;0;2;2;0;2;2;0;2;2;2;2;2;2;2
